ticket_id,ticket_text,category,priority
INC-2026906,"Hello, I need to change my registered email from daniel12@gmail.com to daniel.new@company.com.
Thanks,
Daniel",Account Access,Medium
INC-2026907,"Dear Support, Can you reset my password? I forgot it and need access.
Thank you,
Amanda",Account Access,Low
INC-2026908,"My data has not synced between the web app and the mobile application.
Thanks,
Megan",Technical Issue,Medium
INC-2026909,"Hi, Is it possible to switch my billing from monthly to yearly to get a discount?
Regards,
Amanda",Billing,Low
INC-2026910,"How can I contact sales for custom licensing terms?
Regards,
Emily",General Query,Low
INC-2026911,"Hey, I want to update my payment method from PayPal to Visa.
Thank you,
Daniel",Billing,Low
INC-2026912,"Good morning, We are experiencing an API outage and all requests are returning 500 server errors.
Regards,
Sarah",Technical Issue,High
INC-2026913,"Good morning, Is it possible to switch my billing from monthly to yearly to get a discount?",Billing,Low
INC-2026914,"Dear Support, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-58604
Thanks,
David",Billing,Medium
INC-2026915,"Hello team, The mobile app freezes and closes automatically when opening reports.
Thank you,
Michael",Technical Issue,Medium
INC-2026916,"Hey, The search bar returns incorrect results for simple queries.
Thanks,
Robert",Technical Issue,Low
INC-2026917,"Dear Support, Is your service compatible with Internet Explorer 11?",General Query,Low
INC-2026918,"Hey, I requested a refund of $27 last week but haven't received it yet.",Billing,High
INC-2026919,Why was I charged $32 this month instead of the usual $81?,Billing,Medium
INC-2026920,"Hello, Where can I find your API documentation and developers SDK guides?
- Megan",General Query,Low
INC-2026921,"I cannot connect to the server. The connection keeps dropping.
Thank you,
Emily",Technical Issue,High
INC-2026922,"Hey, Where can I find your API documentation and developers SDK guides?
Best regards,
John",General Query,Low
INC-2026923,"Dear Support, I cannot log in to my account. It says password incorrect or user not found.",Account Access,Medium
INC-2026924,"Greetings, I received a payment failure notification but my credit card has sufficient funds.
Sincerely,
Amanda",Billing,Medium
INC-2026925,"Hi, I want to request a demo of your enterprise plan for my team.
Regards,
Jessica",General Query,Low
INC-2026926,"The application is extremely slow and takes minutes to load pages.
- Robert",Technical Issue,High
INC-2026927,"Hello team, I get a 404 page not found error when clicking on the dashboard link.
Best regards,
Ashley",Technical Issue,Medium
INC-2026928,"Greetings, I found a bug: the submit button is greyed out even when forms are complete.",Technical Issue,Medium
INC-2026929,"Greetings, I want to request a demo of your enterprise plan for my team.",General Query,Low
INC-2026930,"Hi, I get a 404 page not found error when clicking on the dashboard link.
Thank you,
Emily",Technical Issue,Medium
INC-2026931,"Hi support team, My profile information is not updating when I save changes.
Regards,
John",Account Access,Low
INC-2026932,"Hi, Our system integration with your webhook is failing with connection refused.
Best regards,
Jessica",Technical Issue,High
INC-2026933,"Dear Support, I get a 404 page not found error when clicking on the dashboard link.
Sincerely,
Megan",Technical Issue,Medium
INC-2026934,"Hi, The mobile app freezes and closes automatically when opening reports.
Thanks,
Amanda",Technical Issue,Medium
INC-2026935,"Hi, How can I contact sales for custom licensing terms?",General Query,Low
INC-2026936,I am unable to receive password reset emails. The mail server seems down.,Technical Issue,High
INC-2026937,"Greetings, I want to update my payment method from Visa to Mastercard.
Regards,
Jessica",Billing,Low
INC-2026938,"Hey, Can I get a copy of my invoice for January 2026?
Regards,
Robert",Billing,Low
INC-2026939,"Unrecognized login detected on my account. I need to secure it.
Sincerely,
Ashley",Account Access,High
INC-2026940,"Hi, My billing account is locked and I cannot process the invoice payment.
Best regards,
David",Billing,High
INC-2026941,I requested a refund of $13 last week but haven't received it yet.,Billing,High
INC-2026942,"Dear Support, I found a bug: the submit button is greyed out even when forms are complete.
Best regards,
David",Technical Issue,Medium
INC-2026943,"Do you support integration with Slack or Microsoft Teams?
- Sarah",General Query,Low
INC-2026944,"Hey, Our system integration with your webhook is failing with connection refused.
- Emily",Technical Issue,High
INC-2026945,"How do I upgrade my subscription plan to premium?
Sincerely,
Michael",Account Access,Low
INC-2026946,"Hi support team, I received a payment failure notification but my credit card has sufficient funds.
Sincerely,
Jessica",Billing,Medium
INC-2026947,"Hello, How do I add a new team member to my organization profile?
Thank you,
Daniel",Account Access,Low
INC-2026948,"Hi, When is the new feature update scheduled for release?
Thanks,
John",General Query,Low
INC-2026949,I would like to suggest a feature: adding a dark mode to the dashboard.,General Query,Low
INC-2026950,"Hello, Is your service compatible with Internet Explorer 11?
Thanks,
Robert",General Query,Low
INC-2026951,"Hi, My payment failed but money was deducted from my bank account.
Regards,
Robert",Billing,High
INC-2026952,"Do you support integration with Slack or Microsoft Teams?
Best regards,
Jessica",General Query,Low
INC-2026953,The search bar returns incorrect results for simple queries.,Technical Issue,Low
INC-2026954,"Hi support team, Unrecognized login detected on my account. I need to secure it.
Best regards,
Amanda",Account Access,High
INC-2026955,"Hello, Can you reset my password? I forgot it and need access.
Best regards,
David",Account Access,Low
INC-2026956,"My payment failed but money was deducted from my bank account.
- Amanda",Billing,High
INC-2026957,I am seeing an unrecognized transaction of $198 on my card from your site.,Billing,High
INC-2026958,"My credit card was charged twice for the monthly subscription on 21-11-2026. Please refund $205.
Regards,
James",Billing,High
INC-2026959,"I am seeing an unrecognized transaction of $60 on my card from your site.
Thank you,
Jessica",Billing,High
INC-2026960,"Hello, I need to delete my account and remove my personal data under GDPR rules.
Regards,
Emily",Account Access,Low
INC-2026961,"Is it possible to switch my billing from monthly to yearly to get a discount?
Regards,
Sarah",Billing,Low
INC-2026962,"Can you reset my password? I forgot it and need access.
Best regards,
James",Account Access,Low
INC-2026963,Where can I find your API documentation and developers SDK guides?,General Query,Low
INC-2026964,"Good morning, The application is extremely slow and takes minutes to load pages.
Thanks,
Ashley",Technical Issue,High
INC-2026965,"The CSV export feature is broken. It downloads an empty file.
Sincerely,
Daniel",Technical Issue,Medium
INC-2026966,"Good morning, My account has been suspended and I don't know why. Please reactivate.",Account Access,High
INC-2026967,"Dear Support, How do I add a new team member to my organization profile?",Account Access,Low
INC-2026968,"Hey, My API key has leaked and I need to regenerate it immediately.",Account Access,High
INC-2026969,"Dear Support, The search bar returns incorrect results for simple queries.",Technical Issue,Low
INC-2026970,My credit card was charged twice for the monthly subscription on 28-01-2026. Please refund $168.,Billing,High
INC-2026971,"Dear Support, I get a 404 page not found error when clicking on the dashboard link.",Technical Issue,Medium
INC-2026972,"Hi support team, I want to update my payment method from Visa to Mastercard.
Best regards,
Michael",Billing,Low
INC-2026973,"Hi support team, Database connection timeout error when saving my work on Docker.
Regards,
Emily",Technical Issue,High
INC-2026974,"Hello, My API key has leaked and I need to regenerate it immediately.
Thank you,
Megan",Account Access,High
INC-2026975,"I would like to suggest a feature: adding a dark mode to the dashboard.
Regards,
Ashley",General Query,Low
INC-2026976,"Greetings, The search bar returns incorrect results for simple queries.
Thank you,
Michael",Technical Issue,Low
INC-2026977,"Hi, I need to change my registered email from daniel15@gmail.com to daniel.new@company.com.
- Daniel",Account Access,Medium
INC-2026978,I cannot connect to the server. The connection keeps dropping.,Technical Issue,High
INC-2026979,"Good morning, Our system integration with your webhook is failing with connection refused.
Thanks,
Daniel",Technical Issue,High
INC-2026980,"Hey, I am unable to receive password reset emails. The mail server seems down.",Technical Issue,High
INC-2026981,"I want to request a demo of your enterprise plan for my team.
Thanks,
Michael",General Query,Low
INC-2026982,"I am seeing an unrecognized transaction of $118 on my card from your site.
- Jessica",Billing,High
INC-2026983,"Good morning, How can I contact sales for custom licensing terms?
Thanks,
John",General Query,Low
INC-2026984,What are the system requirements for running your software?,General Query,Low
INC-2026985,"Greetings, Our system integration with your webhook is failing with connection refused.",Technical Issue,High
INC-2026986,"Do you offer discounts for non-profit organizations or educational schools?
- Daniel",General Query,Low
INC-2026987,"Hi support team, I am seeing an unrecognized transaction of $188 on my card from your site.
Thanks,
John",Billing,High
INC-2026988,"Greetings, The mobile app freezes and closes automatically when opening reports.",Technical Issue,Medium
INC-2026989,"Good morning, I would like to suggest a feature: adding a dark mode to the dashboard.",General Query,Low
INC-2026990,"Can you merge my two accounts into a single one?
Regards,
Sarah",Account Access,Low
INC-2026991,"Hello team, Is your service compatible with Internet Explorer 11?
Thank you,
James",General Query,Low
INC-2026992,"Hello team, My billing account is locked and I cannot process the invoice payment.",Billing,High
INC-2026993,"I requested a refund of $78 last week but haven't received it yet.
Thank you,
David",Billing,High
INC-2026994,"Hi support team, Database connection timeout error when saving my work on GitHub.
Best regards,
Daniel",Technical Issue,High
INC-2026995,"How can I contact sales for custom licensing terms?
Regards,
Jessica",General Query,Low
INC-2026996,"Good morning, When is the new feature update scheduled for release?
Thank you,
David",General Query,Low
INC-2026997,"Hello team, Is it possible to switch my billing from monthly to yearly to get a discount?
- Michael",Billing,Low
INC-2026998,"Hi support team, My account has been suspended and I don't know why. Please reactivate.",Account Access,High
INC-2026999,"Good morning, My account has been suspended and I don't know why. Please reactivate.",Account Access,High
